motif,symbol,source
돌다리,장식,triples_relation
무이구곡,장식,triples_relation
산세,장식,triples_relation
나목,장식,triples_relation
절벽,장식,triples_relation
강가,행사,triples_relation
평안,장식,triples_relation
유람선,행사,triples_relation
불상,장식,triples_relation
암자,장식,triples_relation
붉은 꽃가지,장식,triples_relation
절집,장식,triples_relation
말 탄 인물,장식,triples_relation
고목,행사,triples_relation
물길,장식,triples_relation
섬,장식,triples_relation
나귀,장식,triples_relation
팔각정자,장식,triples_relation
상단,장식,triples_relation
계류,장식,triples_relation
낚시하는 인물,장식,triples_relation
하단 농부,장식,triples_relation
바위와 풀,장식,triples_relation
산군,장식,triples_relation
서원,장식,triples_relation
석교,장식,triples_relation
선인,장식,triples_relation
전통 가옥,장식,triples_relation
파도,장식,triples_relation
하단 말,장식,triples_relation
모란,모란,triples_relation
모란,사슴,triples_relation
개,장식,triples_relation
고양이,세화,triples_relation
양,장식,triples_relation
원숭이,세화,triples_relation
사슴,괴석,triples_relation
사슴,사슴,triples_relation
사슴,소나무,triples_relation
상단 말,장식,triples_relation
물고기 떼,장식,triples_relation
조기,장식,triples_relation
오징어,장식,triples_relation
성대,장식,triples_relation
메기,행사,triples_relation
작은 물고기,장식,triples_relation
피라미,장식,triples_relation
청어,장식,triples_relation
농어,장식,triples_relation
조개,장식,triples_relation
꺽지,장식,triples_relation
가자미,장식,triples_relation
납지리,장식,triples_relation
쏘가리,행사,triples_relation
아래쪽 잉어,장식,triples_relation
열목어,장식,triples_relation
동자개,장식,triples_relation
홍어,장식,triples_relation
어류 군집,장식,triples_relation
정어리,장식,triples_relation
가오리,장식,triples_relation
모래무지,장식,triples_relation
수초,장식,triples_relation
가물치,장식,triples_relation
노래미,장식,triples_relation
두 마리 물고기,장식,triples_relation
물고기 무리,장식,triples_relation
산천어,장식,triples_relation
등나무,행사,triples_relation
방어,장식,triples_relation
삼여도,장식,triples_relation
문어,장식,triples_relation
여섯 마리 물고기,장식,triples_relation
낙지,장식,triples_relation
전복,장식,triples_relation
HH,식물,triples_relation
HH,장식,triples_relation
국화,식물,triples_relation
화훼도,식물,triples_relation
화훼도,장식,triples_relation
HH,행사,triples_relation
"수양버들, 매화, 난초",식물,triples_relation
"수양버들, 매화, 난초",장식,triples_relation
"수양버들, 매화, 난초",행사,triples_relation
화훼도,행사,triples_relation
"모란, 괴석",식물,triples_relation
"모란, 괴석",장식,triples_relation
모란,식물,triples_relation
소나무,식물,triples_relation
"모란, 괴석",행사,triples_relation
"기암괴석, 모란",식물,triples_relation
"기암괴석, 모란",장식,triples_relation
"난초, 괴석",식물,triples_relation
"난초, 괴석",장식,triples_relation
"모란, 석류, 괴석",식물,triples_relation
"모란, 석류, 괴석",장식,triples_relation
"괴석, 모란",식물,triples_relation
"괴석, 모란",장식,triples_relation
"괴석, 모란",행사,triples_relation
매화,식물,triples_relation
HH,동식물,triples_relation
"국화, 나비, 괴석",동식물,triples_relation
"국화, 나비, 괴석",장식,triples_relation
화훼도,동식물,triples_relation
"괴석, 국화",식물,triples_relation
"괴석, 국화",장식,triples_relation
"괴석, 국화",행사,triples_relation
대나무,식물,triples_relation
"매화, 괴석",식물,triples_relation
"매화, 괴석",장식,triples_relation
"괴석, 매화",식물,triples_relation
"괴석, 매화",장식,triples_relation
"모란, 파초, 괴석동물",식물,triples_relation
"모란, 파초, 괴석동물",장식,triples_relation
"국화, 벌",동식물,triples_relation
"국화, 벌",장식,triples_relation
수국,식물,triples_relation
"모란, 괴석동물, 돼지",식물,triples_relation
"모란, 괴석동물, 돼지",행사,triples_relation
"대나무, 석류",식물,triples_relation
"대나무, 석류",장식,triples_relation
파초,식물,triples_relation
"국화, 벌, 괴석",동식물,triples_relation
"국화, 벌, 괴석",장식,triples_relation
"국화, 벌, 괴석",행사,triples_relation
"해, 소나무",식물,triples_relation
"해, 소나무",장식,triples_relation
"모란, 괴석동물, 호랑이",식물,triples_relation
"모란, 괴석동물, 호랑이",행사,triples_relation
난초,식물,triples_relation
"모란, 괴석동물, 소",식물,triples_relation
"모란, 괴석동물, 소",행사,triples_relation
"국화, 괴석",식물,triples_relation
"국화, 괴석",장식,triples_relation
"파초, 괴석거북, 괴석, 괴석동물",식물,triples_relation
"파초, 괴석거북, 괴석, 괴석동물",장식,triples_relation
"파초, 괴석거북, 괴석, 괴석동물",행사,triples_relation
"모란, 괴석, 난초",동식물,triples_relation
"모란, 괴석, 난초",장식,triples_relation
"괴석, 나리, 접시꽃",식물,triples_relation
"괴석, 나리, 접시꽃",장식,triples_relation
"괴석, 나리, 접시꽃",행사,triples_relation
"붓꽃, 등나무, 부용",식물,triples_relation
"붓꽃, 등나무, 부용",장식,triples_relation
"모란, 괴석동물, 삽살개",식물,triples_relation
"모란, 괴석동물, 삽살개",행사,triples_relation
"대나무, 난초, 구름",식물,triples_relation
"대나무, 난초, 구름",장식,triples_relation
"대나무, 난초, 구름",행사,triples_relation
연꽃,식물,triples_relation
"소나무, 은일처사",식물,triples_relation
"소나무, 은일처사",장식,triples_relation
HH,그림,triples_relation
"모란, 괴석",그림,triples_relation
화훼도,그림,triples_relation
"모란, 괴석동물, 말",식물,triples_relation
"모란, 괴석동물, 말",행사,triples_relation
작약,식물,triples_relation
"달, 오동나무",식물,triples_relation
"달, 오동나무",장식,triples_relation
"모란, 괴석동물, 토끼",식물,triples_relation
"모란, 괴석동물, 토끼",행사,triples_relation
명자나무,식물,triples_relation
"모란, 괴석동물",식물,triples_relation
"모란, 괴석동물",장식,triples_relation
"대나무, 난초",식물,triples_relation
"대나무, 난초",장식,triples_relation
"대나무, 난초",행사,triples_relation
"모란, 괴석인물",식물,triples_relation
"모란, 괴석인물",장식,triples_relation
"도라지꽃, 부용, 등나무",식물,triples_relation
"도라지꽃, 부용, 등나무",장식,triples_relation
"매화, 난초",식물,triples_relation
"매화, 난초",장식,triples_relation
"매화, 난초",행사,triples_relation
"연꽃, 기암괴석",식물,triples_relation
"연꽃, 기암괴석",장식,triples_relation
"파초, 괴석, 괴석동물",식물,triples_relation
"파초, 괴석, 괴석동물",장식,triples_relation
"괴석동물, 모란",식물,triples_relation
"괴석동물, 모란",장식,triples_relation
"연꽃, 연밥",식물,triples_relation
"연꽃, 연밥",장식,triples_relation
오동나무,식물,triples_relation
"대나무, 해, 죽순",식물,triples_relation
"대나무, 해, 죽순",장식,triples_relation
"대나무, 괴석",식물,triples_relation
"대나무, 괴석",장식,triples_relation
HJ,동식물,triples_relation
HJ,장식,triples_relation
HJ,행사,triples_relation
"금계, 작약, 목련",동식물,triples_relation
"금계, 작약, 목련",장식,triples_relation
"금계, 작약, 목련",행사,triples_relation
화조도,동식물,triples_relation
화조도,장식,triples_relation
화조도,행사,triples_relation
"매화, 새",동식물,triples_relation
"매화, 새",장식,triples_relation
"매화, 새",행사,triples_relation
"수양버들, 꾀꼬리, 괴석",동식물,triples_relation
"수양버들, 꾀꼬리, 괴석",장식,triples_relation
"비둘기, 새, 꽃",동식물,triples_relation
"비둘기, 새, 꽃",장식,triples_relation
"비둘기, 새, 꽃",행사,triples_relation
"장미, 진달래, 앵무, 새, 괴석",동식물,triples_relation
"장미, 진달래, 앵무, 새, 괴석",장식,triples_relation
"괴석, 매화, 비둘기",동식물,triples_relation
"괴석, 매화, 비둘기",장식,triples_relation
"괴석, 매화, 비둘기",행사,triples_relation
"연꽃, 원앙, 제비, 잠자리, 개구리, 두꺼비, 고슴도치",동식물,triples_relation
"연꽃, 원앙, 제비, 잠자리, 개구리, 두꺼비, 고슴도치",장식,triples_relation
"연꽃, 원앙, 제비, 잠자리, 개구리, 두꺼비, 고슴도치",행사,triples_relation
"모란, 괴석, 매화, 금계, 새",동식물,triples_relation
"모란, 괴석, 매화, 금계, 새",장식,triples_relation
"꿩, 진달래, 국화, 나비",동식물,triples_relation
"꿩, 진달래, 국화, 나비",장식,triples_relation
"닭, 꽃",동식물,triples_relation
"닭, 꽃",장식,triples_relation
"소나무, 학",동식물,triples_relation
"소나무, 학",장식,triples_relation
"소나무, 학",행사,triples_relation
"연꽃, 연밥, 오리, 갈대",동식물,triples_relation
"연꽃, 연밥, 오리, 갈대",장식,triples_relation
"연꽃, 연밥, 오리, 갈대",행사,triples_relation
"국화, 메추라기, 괴석",동식물,triples_relation
"국화, 메추라기, 괴석",장식,triples_relation
"모란, 메추라기, 괴석",동식물,triples_relation
"모란, 메추라기, 괴석",장식,triples_relation
"모란, 메추라기, 괴석",행사,triples_relation
"석류, 괴석, 보병, 모란, 비둘기",동식물,triples_relation
"석류, 괴석, 보병, 모란, 비둘기",장식,triples_relation
"나비, 석류, 사슴",동식물,triples_relation
"나비, 석류, 사슴",장식,triples_relation
"나비, 석류, 사슴",행사,triples_relation
"국화, 닭, 괴석",동식물,triples_relation
"국화, 닭, 괴석",장식,triples_relation
"매, 국화, 작약",동식물,triples_relation
"매, 국화, 작약",장식,triples_relation
"매, 국화, 작약",행사,triples_relation
